player_name,archetype_magicgg,mainboard,sideboard
Noé Offman,Izzet Prowess,6 Island; 4 Eddymurk Crab; 4 Opt; 4 Stormchaser's Talent; 4 Burst Lightning; 1 Stormcarved Coast; 1 Bounce Off; 1 Great Hall of the Biblioplex; 4 Boomerang Basics; 1 Get Out; 1 Roaring Furnace // Steaming Sauna; 4 Flow State; 1 Impractical Joke; 1 Multiversal Passage; 1 Spell Pierce; 1 Stock Up; 1 Prismari Charm; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 4 Slickshot Show-Off,"1 Disdainful Stroke; 1 Wan Shi Tong, Librarian; 1 Slagstorm; 1 Get Out; 1 Ghost Vacuum; 1 Roaring Furnace // Steaming Sauna; 2 Ral, Crackling Wit; 1 Pyroclasm; 1 Abrade; 1 Soul-Guide Lantern; 1 Spell Pierce; 1 Spell Snare; 1 Negate; 1 Broadside Barrage"
Atsuya Okuno,Mono-Green Landfall,2 Esper Origins; 1 Promising Vein; 4 Earthbender Ascension; 4 Mightform Harmonizer; 4 Meltstrider's Resolve; 4 Escape Tunnel; 1 Sapling Nursery; 3 Keen-Eyed Curator; 4 Sazh's Chocobo; 3 Ba Sing Se; 4 Llanowar Elves; 4 Icetill Explorer; 4 Badgermole Cub; 4 Fabled Passage; 14 Forest,"2 Surrak, Elusive Hunter; 2 Origin of Metalbending; 1 Leatherhead, Swamp Stalker; 1 Pick Your Poison; 2 Pawpatch Formation; 1 Soul-Guide Lantern; 1 Torpor Orb; 3 Mossborn Hydra; 2 Sapling Nursery"
Pietro Maria Oltolina,Izzet Prowess,3 Colorstorm Stallion; 4 Eddymurk Crab; 4 Stormchaser's Talent; 4 Boomerang Basics; 4 Burst Lightning; 3 Flow State; 2 Get Out; 7 Island; 1 Multiversal Passage; 4 Opt; 2 Prismari Charm; 4 Riverpyre Verge; 4 Sleight of Hand; 2 Spell Pierce; 4 Spirebluff Canal; 4 Steam Vents; 1 Stormcarved Coast; 2 Traumatic Critique; 1 Vibrant Outburst,"1 Wan Shi Tong, Librarian; 1 Soul-Guide Lantern; 1 Roaring Furnace // Steaming Sauna; 1 Three Steps Ahead; 2 Ral, Crackling Wit; 1 Negate; 2 Impractical Joke; 2 Ghost Vacuum; 1 Get Out; 1 Sear; 1 Broadside Barrage; 1 Annul"
Matthew Oomkes,Four-Color Elementals,"1 Cori Mountain Monastery; 3 Sunderflock; 4 Vibrance; 2 Burst Lightning; 1 Stormcarved Coast; 2 Bounce Off; 4 Starting Town; 1 Restless Vinestalk; 4 Wistfulness; 4 Deceit; 3 Ill-Timed Explosion; 1 Winternight Stories; 4 Secluded Courtyard; 3 Breeding Pool; 4 Flamebraider; 1 Island; 4 Ashling, Rekindled; 4 Cavern of Souls; 1 Pit of Offerings; 4 Steam Vents; 1 Spirebluff Canal; 4 Roaming Throne","2 Disdainful Stroke; 1 Bounce Off; 2 Ghost Vacuum; 1 Sear; 2 Beza, the Bounding Spring; 1 Abrade; 2 Pyroclasm; 1 Soul-Guide Lantern; 1 Quantum Riddler; 1 Sunderflock; 1 Broadside Barrage"
Valentin Orru,Izzet Prowess,4 Boomerang Basics; 2 Secret Identity; 4 Flow State; 2 Colorstorm Stallion; 1 Plasma Bolt; 2 Multiversal Passage; 4 Riverpyre Verge; 4 Slickshot Show-Off; 4 Opt; 4 Stormchaser's Talent; 4 Burst Lightning; 7 Island; 1 Into the Flood Maw; 4 Sleight of Hand; 4 Spirebluff Canal; 4 Steam Vents; 1 Drake Hatcher; 2 Eddymurk Crab; 1 Spell Pierce; 1 Prismari Charm,"1 Hydro-Man, Fluid Felon; 2 Annul; 1 Stock Up; 1 Ral, Crackling Wit; 2 Sear; 2 Soul-Guide Lantern; 1 Spell Pierce; 2 Get Out; 1 Disdainful Stroke; 2 Roaring Furnace // Steaming Sauna"
Nick Osterude,Izzet Prowess,6 Island; 4 Eddymurk Crab; 4 Opt; 4 Stormchaser's Talent; 4 Burst Lightning; 1 Stormcarved Coast; 4 Boomerang Basics; 2 Colorstorm Stallion; 1 Get Out; 1 Impractical Joke; 4 Flow State; 2 Multiversal Passage; 1 Spell Pierce; 1 Stock Up; 1 Prismari Charm; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 4 Slickshot Show-Off,"1 Get Out; 1 Impractical Joke; 1 Ghost Vacuum; 1 Roaring Furnace // Steaming Sauna; 2 Annul; 2 Ral, Crackling Wit; 2 Soul-Guide Lantern; 1 Spell Pierce; 2 Broadside Barrage; 2 Sunderflock"
Kenneth Oswald,Golgari Midrange,4 Badgermole Cub; 4 Requiting Hex; 4 Duress; 2 Bitter Triumph; 1 Strategic Betrayal; 1 Shoot the Sheriff; 3 Keen-Eyed Curator; 2 Maelstrom Pulse; 2 Firdoch Core; 2 Emeritus of Abundance; 4 Overgrown Tomb; 4 Wastewood Verge; 4 Blooming Marsh; 3 Forest; 3 Swamp; 1 Restless Cottage; 1 Deathcap Glade; 3 Soulstone Sanctuary; 1 Ba Sing Se; 3 Professor Dellian Fel; 4 Llanowar Elves; 4 Unholy Annex // Ritual Chamber,"1 Leatherhead, Swamp Stalker; 1 Surrak, Elusive Hunter; 1 Strategic Betrayal; 1 Qarsi Revenant; 1 Scrapshooter; 1 Heritage Reclamation; 1 Bitter Triumph; 1 Decorum Dissertation; 2 Day of Black Sun; 2 Urgent Necropsy; 2 Long Goodbye; 1 The Ooze"
Kazutaka Oya,Izzet Prowess,6 Island; 3 Eddymurk Crab; 4 Opt; 1 Elusive Otter; 4 Stormchaser's Talent; 4 Burst Lightning; 1 Stormcarved Coast; 4 Boomerang Basics; 1 Colorstorm Stallion; 2 Get Out; 1 Roaring Furnace // Steaming Sauna; 4 Flow State; 2 Multiversal Passage; 1 Spell Pierce; 1 Stock Up; 1 Prismari Charm; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 4 Slickshot Show-Off,"2 Disdainful Stroke; 2 Elusive Otter; 1 Annul; 1 Slagstorm; 2 Colorstorm Stallion; 1 Impractical Joke; 1 Sear; 2 Ghost Vacuum; 1 Ral, Crackling Wit; 1 Spell Pierce; 1 Broadside Barrage"
Takeshi Ozawa,Sultai Control,"1 Swamp; 3 Withering Curse; 4 Starting Town; 2 Quandrix Charm; 1 Underground Mortuary; 1 Wistfulness; 1 Dreamroot Cascade; 4 Deceit; 3 Awaken the Honored Dead; 1 Island; 1 Black Cat, Cunning Thief; 4 Superior Spider-Man; 4 Wastewood Verge; 1 Multiversal Passage; 4 Rakshasa's Bargain; 4 Overgrown Tomb; 2 Shoot the Sheriff; 3 Undercity Sewers; 2 Requiting Hex; 4 Watery Grave; 2 Witherbloom Charm; 4 Ancient Cornucopia; 1 Gloomlake Verge; 3 Emeritus of Ideation","1 Disdainful Stroke; 2 Negate; 2 Strategic Betrayal; 2 Pest Control; 2 Keen-Eyed Curator; 2 Cavern of Souls; 1 Black Cat, Cunning Thief; 2 Duress; 1 Bitter Triumph"
Samuel Pardee,Izzet Prowess,4 Boomerang Basics; 4 Steam Vents; 4 Eddymurk Crab; 4 Spirebluff Canal; 4 Sleight of Hand; 2 Multiversal Passage; 4 Opt; 4 Riverpyre Verge; 7 Island; 4 Slickshot Show-Off; 1 Stock Up; 4 Burst Lightning; 1 Impractical Joke; 4 Stormchaser's Talent; 4 Flow State; 2 Spell Pierce; 2 Get Out; 1 Roaring Furnace // Steaming Sauna,1 Get Out; 1 Annul; 2 The Legend of Kuruk; 2 Slagstorm; 1 Disdainful Stroke; 2 Sunderflock; 1 Spell Snare; 1 Negate; 1 Sear; 1 Stock Up; 1 Impractical Joke; 1 Gigastorm Titan
Kellen Pastore,Mono-Green Landfall,4 Earthbender Ascension; 4 Mightform Harmonizer; 4 Escape Tunnel; 3 Meltstrider's Resolve; 4 Keen-Eyed Curator; 2 Sapling Nursery; 1 Royal Treatment; 4 Sazh's Chocobo; 3 Ba Sing Se; 4 Llanowar Elves; 4 Icetill Explorer; 4 Badgermole Cub; 4 Fabled Passage; 15 Forest,"2 Origin of Metalbending; 2 Surrak, Elusive Hunter; 1 Meltstrider's Resolve; 2 Pawpatch Formation; 2 Torpor Orb; 4 Mossborn Hydra; 2 Sapling Nursery"
Alexey Paulot,Jeskai Control,1 Cori Mountain Monastery; 1 Mistrise Village; 2 Thundering Falls; 1 Erode; 1 Three Steps Ahead; 1 Traumatic Critique; 2 Burst Lightning; 1 Abrade; 1 Flashback; 1 Great Hall of the Biblioplex; 4 Consult the Star Charts; 2 Get Lost; 4 Hallowed Fountain; 4 Floodfarm Verge; 3 Sundown Pass; 4 Jeskai Revelation; 1 Mountain; 2 Spell Snare; 2 Sear; 1 Day of Judgment; 1 Spell Pierce; 1 Sacred Foundry; 4 Stock Up; 2 Resonating Lute; 1 Riverpyre Verge; 4 Tablet of Discovery; 4 Steam Vents; 2 Sunbillow Verge; 2 Fire Magic,"1 Disdainful Stroke; 1 Wan Shi Tong, Librarian; 2 Beza, the Bounding Spring; 1 No More Lies; 1 Abrade; 1 Authority of the Consuls; 2 Emeritus of Ideation; 2 Rest in Peace; 2 Flashfreeze; 1 Day of Judgment; 1 Negate"
Marc Peral,Mono-Green Landfall,3 Esper Origins; 1 Bushwhack; 4 Earthbender Ascension; 4 Mightform Harmonizer; 4 Escape Tunnel; 2 Meltstrider's Resolve; 3 Keen-Eyed Curator; 1 Demolition Field; 1 Royal Treatment; 4 Sazh's Chocobo; 3 Ba Sing Se; 4 Icetill Explorer; 4 Llanowar Elves; 4 Badgermole Cub; 4 Fabled Passage; 14 Forest,"2 Surrak, Elusive Hunter; 1 Origin of Metalbending; 1 Scrapshooter; 2 Meltstrider's Resolve; 2 Pawpatch Formation; 4 Mossborn Hydra; 3 Sapling Nursery"
Gavin Perry,Azorius Momo,"4 Momo, Friendly Flier; 1 Aang, Swift Savior; 1 Mockingbird; 3 Seam Rip; 4 Floodfarm Verge; 3 Haliya, Guided by Light; 4 Hallowed Fountain; 4 Springleaf Drum; 2 Practiced Offense; 4 Daydream; 3 Multiversal Passage; 1 Airbender Ascension; 9 Plains; 1 Abandoned Air Temple; 4 Sage of the Skies; 4 Starfield Shepherd; 1 Spider-Sense; 3 Nurturing Pixie; 4 Quantum Riddler",1 Disdainful Stroke; 3 Aven Interrupter; 2 No More Lies; 1 Spider-Sense; 2 Avatar's Wrath; 1 Curious Farm Animals; 3 Rest in Peace; 2 Clarion Conqueror
Guillaume Petri,Izzet Prowess,4 Boomerang Basics; 4 Burst Lightning; 2 Colorstorm Stallion; 1 Drake Hatcher; 2 Eddymurk Crab; 4 Flow State; 1 Impractical Joke; 1 Into the Flood Maw; 7 Island; 2 Multiversal Passage; 4 Opt; 1 Prismari Charm; 4 Riverpyre Verge; 2 Secret Identity; 4 Sleight of Hand; 4 Slickshot Show-Off; 1 Spell Pierce; 4 Spirebluff Canal; 4 Steam Vents; 4 Stormchaser's Talent,"2 Annul; 1 Disdainful Stroke; 2 Get Out; 1 Ral, Crackling Wit; 2 Roaring Furnace // Steaming Sauna; 2 Sear; 2 Soul-Guide Lantern; 1 Spell Pierce; 1 Stock Up; 1 Hydro-Man, Fluid Felon"
Rodrigo Pinheiro,Azorius Tempo,"4 Aang, Swift Savior; 2 Abandoned Air Temple; 2 Avatar's Wrath; 4 Aven Interrupter; 2 Erode; 1 Bounce Off; 4 Floodfarm Verge; 4 Floodpits Drowner; 2 Enduring Innocence; 4 Hallowed Fountain; 4 High Noon; 2 Multiversal Passage; 2 No More Lies; 1 Restless Anchorage; 3 Seam Rip; 1 Spell Snare; 4 Starting Town; 4 Voice of Victory; 3 Island; 5 Plains; 1 Enduring Curiosity; 1 Three Steps Ahead","1 Elspeth, Storm Slayer; 2 Disdainful Stroke; 2 Annul; 2 Tishana's Tidebinder; 2 Wan Shi Tong, Librarian; 2 Rest in Peace; 2 Ajani, Outland Chaperone; 2 Avatar's Wrath"
Michael Plummer,Izzet Spellementals,4 Steam Vents; 4 Spirebluff Canal; 8 Island; 1 Multiversal Passage; 4 Riverpyre Verge; 4 Opt; 4 Sleight of Hand; 2 Vibrant Outburst; 4 Eddymurk Crab; 4 Hearth Elemental; 3 Sunderflock; 4 Traumatic Critique; 4 Prismari Charm; 4 Burst Lightning; 3 Winternight Stories; 1 Spell Snare; 1 Ill-Timed Explosion; 1 Get Out,"1 Spell Snare; 3 Ashling, Rekindled; 2 Annul; 2 Disdainful Stroke; 2 Emeritus of Ideation; 1 Ill-Timed Explosion; 1 Broadside Barrage; 1 Sear; 1 Wan Shi Tong, Librarian; 1 Get Out"
Raul Porojan,Selesnya Rhythm,1 Craterhoof Behemoth; 4 Starting Town; 4 Temple Garden; 8 Forest; 2 Seam Rip; 4 Llanowar Elves; 4 Badgermole Cub; 4 Gene Pollinator; 4 Brightglass Gearhulk; 4 Nature's Rhythm; 4 Hushwood Verge; 2 Abandoned Air Temple; 2 Meltstrider's Resolve; 1 Goldvein Hydra; 1 Plains; 4 Spider Manifestation; 1 Insidious Fungus; 1 Nurturing Pixie; 1 Soul-Guide Lantern; 4 Ouroboroid,"2 Surrak, Elusive Hunter; 1 Pyrrhic Strike; 1 Seam Rip; 3 Get Lost; 1 Meltstrider's Resolve; 4 Sage of the Skies; 2 Leatherhead, Swamp Stalker; 1 Authority of the Consuls"
Toni Portolan,Izzet Maestro,2 Mistrise Village; 2 Thundering Falls; 3 Sorceress's Schemes; 3 Three Steps Ahead; 2 Willowrush Verge; 1 Abrade; 2 Great Hall of the Biblioplex; 3 Molten-Core Maestro; 1 Hedge Maze; 1 Fountainport; 4 Combustion Technique; 3 Ashling's Command; 1 Mathemagics; 2 Island; 4 Firebending Lesson; 1 Spell Pierce; 2 Abandon Attachments; 4 Accumulate Wisdom; 1 Prismari Charm; 4 Riverpyre Verge; 2 It'll Quench Ya!; 4 Steam Vents; 4 Tablet of Discovery; 4 Spirebluff Canal,2 Origin of Metalbending; 2 Negate; 1 Mathemagics; 1 Stock Up; 1 Ill-Timed Explosion; 2 Annul; 2 Flashfreeze; 2 Soul-Guide Lantern; 1 Spell Pierce; 1 Broadside Barrage
Jack Potter,Mono-Green Landfall,3 Esper Origins; 1 Promising Vein; 4 Earthbender Ascension; 3 Mightform Harmonizer; 4 Meltstrider's Resolve; 4 Escape Tunnel; 2 Sapling Nursery; 2 Keen-Eyed Curator; 4 Sazh's Chocobo; 3 Ba Sing Se; 4 Icetill Explorer; 4 Llanowar Elves; 4 Badgermole Cub; 4 Fabled Passage; 14 Forest,1 Esper Origins; 1 Pawpatch Formation; 1 Royal Treatment; 2 Soul-Guide Lantern; 2 Heritage Reclamation; 4 Mossborn Hydra; 2 Eumidian Terrabotanist; 1 Sapling Nursery; 1 Torpor Orb
Dylan Pratt,Izzet Lessons,6 Island; 4 Gran-Gran; 2 Three Steps Ahead; 2 Agna Qel'a; 2 Boomerang Basics; 4 Combustion Technique; 2 Mountain; 2 Iroh's Demonstration; 4 Firebending Lesson; 4 Monument to Endurance; 4 Accumulate Wisdom; 4 Abandon Attachments; 4 It'll Quench Ya!; 4 Riverpyre Verge; 4 Artist's Talent; 4 Steam Vents; 4 Spirebluff Canal,"1 Essence Scatter; 1 Flashfreeze; 2 Price of Freedom; 1 Annul; 1 Slagstorm; 3 Spell Pierce; 2 Emeritus of Ideation; 2 Ral, Crackling Wit; 2 Broadside Barrage"
Jason Qiu,Izzet Maestro,2 Mistrise Village; 2 Thundering Falls; 3 Sorceress's Schemes; 3 Three Steps Ahead; 2 Willowrush Verge; 1 Abrade; 2 Great Hall of the Biblioplex; 3 Molten-Core Maestro; 1 Hedge Maze; 1 Fountainport; 4 Combustion Technique; 3 Ashling's Command; 2 Island; 4 Firebending Lesson; 1 Spell Pierce; 2 Abandon Attachments; 4 Accumulate Wisdom; 1 Stock Up; 1 Prismari Charm; 2 It'll Quench Ya!; 4 Riverpyre Verge; 4 Steam Vents; 4 Tablet of Discovery; 4 Spirebluff Canal,2 Origin of Metalbending; 2 Negate; 2 Mathemagics; 1 Ill-Timed Explosion; 2 Annul; 2 Flashfreeze; 2 Soul-Guide Lantern; 1 Spell Pierce; 1 Broadside Barrage
Joao Quege,Boros Dragons,"4 Burst Lightning; 4 Sacred Foundry; 2 Mountain; 4 Inspiring Vantage; 4 Maelstrom of the Spirit Dragon; 4 Magmatic Hellkite; 4 Momo, Friendly Flier; 3 Clarion Conqueror; 2 Multiversal Passage; 4 Nova Hellkite; 3 Cavern of Souls; 4 Sarkhan, Dragon Ascendant; 4 Sunbillow Verge; 4 Voice of Victory; 2 Erode; 1 Twinmaw Stormbrood; 2 Sage of the Skies; 3 Lorehold, the Historian; 1 Sundown Pass; 1 Daydream",1 Get Lost; 3 Rest in Peace; 1 Maelstrom Artisan; 1 Spectacular Tactics; 1 Pyrrhic Strike; 2 The Legend of Roku; 1 Fire Magic; 1 Clarion Conqueror; 3 Magebane Lizard; 1 Pyroclasm
Thierry Ramboa,Izzet Prowess,7 Island; 4 Opt; 2 Eddymurk Crab; 4 Stormchaser's Talent; 4 Burst Lightning; 4 Boomerang Basics; 1 Plasma Bolt; 2 Colorstorm Stallion; 2 Secret Identity; 4 Flow State; 2 Multiversal Passage; 1 Spell Pierce; 1 Into the Flood Maw; 1 Drake Hatcher; 1 Prismari Charm; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 4 Slickshot Show-Off,"1 Disdainful Stroke; 1 Hydro-Man, Fluid Felon; 2 Get Out; 2 Roaring Furnace // Steaming Sauna; 2 Sear; 1 Stock Up; 2 Annul; 1 Ral, Crackling Wit; 2 Soul-Guide Lantern; 1 Spell Pierce"
Javier Ramos,Izzet Prowess,7 Island; 4 Eddymurk Crab; 4 Opt; 1 Traumatic Critique; 4 Stormchaser's Talent; 4 Burst Lightning; 4 Boomerang Basics; 2 Get Out; 4 Colorstorm Stallion; 1 Impractical Joke; 3 Flow State; 2 Multiversal Passage; 2 Spell Pierce; 1 Prismari Charm; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 1 Octopus Form,"1 Disdainful Stroke; 1 Annul; 1 Impractical Joke; 1 Sear; 1 Ghost Vacuum; 1 Roaring Furnace // Steaming Sauna; 2 Ral, Crackling Wit; 2 Soul-Guide Lantern; 1 Negate; 2 Broadside Barrage; 2 Sunderflock"
Edgar Rangel,Dimir Excruciator,2 Harvester of Misery; 3 Bitter Triumph; 3 Oildeep Gearhulk; 4 Requiting Hex; 2 Emeritus of Ideation; 4 Winternight Stories; 2 Shoot the Sheriff; 3 Overlord of the Balemurk; 4 Deceit; 1 Doomsday Excruciator; 2 Qarsi Revenant; 1 Archenemy's Charm; 4 Superior Spider-Man; 11 Swamp; 4 Watery Grave; 2 Undercity Sewers; 4 Gloomlake Verge; 4 Restless Reef,4 Duress; 2 Cruelclaw's Heist; 1 Insatiable Avarice; 2 Doomsday Excruciator; 2 Deadly Cover-Up; 2 Dauntless Scrapbot; 1 Quantum Riddler; 1 Qarsi Revenant
Max Rappaport,Izzet Prowess,4 Boomerang Basics; 4 Burst Lightning; 4 Flow State; 2 Breeding Pool; 5 Island; 2 Great Hall of the Biblioplex; 4 Colorstorm Stallion; 4 Sleight of Hand; 2 Impractical Joke; 4 Opt; 4 Stormchaser's Talent; 2 Eddymurk Crab; 1 Stock Up; 4 Spirebluff Canal; 3 Vibrant Outburst; 4 Riverpyre Verge; 3 Elusive Otter; 4 Steam Vents,"1 Annul; 1 Disdainful Stroke; 2 Get Out; 2 Slickshot Show-Off; 2 Soul-Guide Lantern; 2 Ral, Crackling Wit; 1 Eddymurk Crab; 2 Spell Pierce; 1 Broadside Barrage; 1 Roaring Furnace // Steaming Sauna"
Maxime Rayvich,Mono-Green Landfall,"1 Surrak, Elusive Hunter; 2 Lumbering Worldwagon; 1 Promising Vein; 4 Earthbender Ascension; 3 Sapling Nursery; 2 Keen-Eyed Curator; 4 Sazh's Chocobo; 4 Icetill Explorer; 4 Llanowar Elves; 4 Badgermole Cub; 4 Fabled Passage; 14 Forest; 4 Mightform Harmonizer; 4 Escape Tunnel; 2 Meltstrider's Resolve; 3 Ba Sing Se","1 Surrak, Elusive Hunter; 2 Torpor Orb; 1 Keen-Eyed Curator; 1 Sapling Nursery; 1 Leatherhead, Swamp Stalker; 2 Meltstrider's Resolve; 2 Pawpatch Formation; 1 Sandman, Shifting Scoundrel; 4 Mossborn Hydra"
Jason Reid,Golgari Midrange,1 Restless Cottage; 3 Swamp; 3 Forest; 2 Firdoch Core; 1 Long Goodbye; 3 Keen-Eyed Curator; 1 Underground Mortuary; 4 Llanowar Elves; 4 Badgermole Cub; 3 Duress; 2 Emeritus of Abundance; 4 Blooming Marsh; 1 Multiversal Passage; 4 Wastewood Verge; 2 Maelstrom Pulse; 1 Bitter Triumph; 4 Professor Dellian Fel; 4 Overgrown Tomb; 1 Shoot the Sheriff; 4 Requiting Hex; 4 Unholy Annex // Ritual Chamber; 2 Soulstone Sanctuary; 1 Strategic Betrayal; 1 Deathcap Glade,"1 Surrak, Elusive Hunter; 1 Strategic Betrayal; 1 Decorum Dissertation; 2 Qarsi Revenant; 2 Torpor Orb; 1 Intimidation Tactics; 1 Long Goodbye; 1 Leatherhead, Swamp Stalker; 1 Duress; 1 Maelstrom Pulse; 2 Day of Black Sun; 1 Heritage Reclamation"
Julian Riedener,Mono-Green Landfall,"2 Esper Origins; 1 Surrak, Elusive Hunter; 1 Promising Vein; 4 Earthbender Ascension; 4 Mightform Harmonizer; 4 Escape Tunnel; 3 Meltstrider's Resolve; 4 Keen-Eyed Curator; 4 Sazh's Chocobo; 3 Ba Sing Se; 4 Icetill Explorer; 4 Llanowar Elves; 4 Badgermole Cub; 4 Fabled Passage; 14 Forest","2 Origin of Metalbending; 1 Leatherhead, Swamp Stalker; 1 Meltstrider's Resolve; 1 Surrak, Elusive Hunter; 2 Torpor Orb; 4 Sapling Nursery; 4 Mossborn Hydra"
Mattia Rizzi,Izzet Prowess,4 Boomerang Basics; 4 Burst Lightning; 4 Eddymurk Crab; 3 Flow State; 2 Get Out; 1 Impractical Joke; 7 Island; 1 Multiversal Passage; 4 Opt; 4 Riverpyre Verge; 1 Roaring Furnace // Steaming Sauna; 4 Sleight of Hand; 2 Spell Pierce; 4 Spirebluff Canal; 4 Steam Vents; 1 Stormcarved Coast; 4 Stormchaser's Talent; 4 Slickshot Show-Off; 1 Colorstorm Stallion; 1 Stock Up,"1 Annul; 1 Broadside Barrage; 2 Colorstorm Stallion; 1 Get Out; 2 Ghost Vacuum; 1 Negate; 2 Ral, Crackling Wit; 1 Roaring Furnace // Steaming Sauna; 1 Sear; 1 Slagstorm; 1 Stock Up; 1 Into the Flood Maw"
Ian Robb,Izzet Lessons,5 Island; 4 Gran-Gran; 1 Three Steps Ahead; 3 Flashback; 1 Pyroclasm; 2 Agna Qel'a; 1 Boomerang Basics; 4 Combustion Technique; 1 Iroh's Demonstration; 3 Mountain; 4 Firebending Lesson; 4 Monument to Endurance; 4 Accumulate Wisdom; 4 Abandon Attachments; 3 It'll Quench Ya!; 4 Riverpyre Verge; 4 Artist's Talent; 4 Steam Vents; 4 Spirebluff Canal,"1 Essence Scatter; 1 Flashfreeze; 3 Wan Shi Tong, Librarian; 1 Impractical Joke; 1 Sear; 3 Spell Pierce; 2 Annul; 1 Ral, Crackling Wit; 2 Emeritus of Ideation"
Bryan Rockenbach,Mono-Green Landfall,3 Ba Sing Se; 4 Badgermole Cub; 4 Earthbender Ascension; 14 Forest; 2 Esper Origins; 4 Fabled Passage; 4 Escape Tunnel; 4 Icetill Explorer; 4 Llanowar Elves; 4 Keen-Eyed Curator; 3 Meltstrider's Resolve; 1 Royal Treatment; 4 Mightform Harmonizer; 1 Promising Vein; 4 Sazh's Chocobo,"2 Origin of Metalbending; 4 Mossborn Hydra; 4 Sapling Nursery; 2 Pawpatch Formation; 2 Surrak, Elusive Hunter; 1 Meltstrider's Resolve"
Alex Rohan,Jeskai Control,1 Mistrise Village; 1 Traumatic Critique; 2 Pyroclasm; 1 Stormcarved Coast; 2 Flashback; 4 Thunder Magic; 4 Great Hall of the Biblioplex; 4 Consult the Star Charts; 2 Hallowed Fountain; 4 Jeskai Revelation; 2 Sundown Pass; 1 Impractical Joke; 3 Island; 3 Mountain; 2 Sear; 1 Into the Flood Maw; 4 Stock Up; 4 Riverpyre Verge; 4 Tablet of Discovery; 4 Steam Vents; 1 Essence Scatter; 2 Broadside Barrage; 2 Swallowed by Leviathan; 2 Petrified Hamlet,1 Disdainful Stroke; 1 Annul; 1 Slagstorm; 1 Impractical Joke; 2 Spell Pierce; 3 Emeritus of Ideation; 3 Flashfreeze; 1 Petrified Hamlet; 1 Erode; 1 Broadside Barrage
Patricio Roman,Mardu Discard,"4 Concealed Courtyard; 2 Erode; 2 Inspiring Vantage; 4 Iron-Shield Elf; 3 Burst Lightning; 1 Cecil, Dark Knight; 4 Starting Town; 4 Practiced Offense; 1 Mountain; 1 Shardmage's Rescue; 1 Multiversal Passage; 4 Moonshadow; 4 Hardened Academic; 4 Marauding Mako; 4 Sacred Foundry; 4 Cool but Rude; 1 Blazemire Verge; 3 Tersa Lightshatter; 4 Bloodghast; 4 Blood Crypt; 1 Godless Shrine","1 Inti, Seneschal of the Sun; 2 Strategic Betrayal; 1 Seam Rip; 1 Shoot the Sheriff; 2 Case of the Crimson Pulse; 1 Erode; 3 Voice of Victory; 4 Leyline of the Void"
Alejandro Mora Romero,Selesnya Landfall,"4 Erode; 2 Surrak, Elusive Hunter; 2 Lumbering Worldwagon; 2 Bushwhack; 4 Earthbender Ascension; 4 Sazh's Chocobo; 7 Forest; 1 Icetill Explorer; 2 Temple Garden; 1 Keen-Eyed Curator; 4 Llanowar Elves; 4 Badgermole Cub; 4 Fabled Passage; 2 Dyadrine, Synthesis Amalgam; 4 Hushwood Verge; 4 Mightform Harmonizer; 3 Escape Tunnel; 2 Plains; 3 Ba Sing Se; 1 Mossborn Hydra","1 Surrak, Elusive Hunter; 4 Sheltered by Ghosts; 1 Kutzil, Malamet Exemplar; 3 Mossborn Hydra; 3 Rest in Peace; 3 Snakeskin Veil"
David Rood,Izzet Prowess,7 Island; 4 Eddymurk Crab; 4 Opt; 4 Stormchaser's Talent; 4 Burst Lightning; 4 Boomerang Basics; 1 Get Out; 4 Flow State; 2 Impractical Joke; 2 Multiversal Passage; 2 Spell Pierce; 2 Stock Up; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 4 Slickshot Show-Off,1 Gigastorm Titan; 1 Spell Snare; 1 Disdainful Stroke; 1 Annul; 2 Slagstorm; 2 Get Out; 1 Sear; 1 Roaring Furnace // Steaming Sauna; 2 The Legend of Kuruk; 1 Negate; 2 Sunderflock
Brennan Roy,Izzet Prowess,4 Boomerang Basics; 4 Burst Lightning; 4 Colorstorm Stallion; 4 Eddymurk Crab; 4 Flow State; 2 Get Out; 8 Island; 1 Multiversal Passage; 4 Opt; 1 Prismari Charm; 4 Riverpyre Verge; 4 Sleight of Hand; 2 Spell Pierce; 4 Spirebluff Canal; 4 Steam Vents; 4 Stormchaser's Talent; 2 Traumatic Critique,"1 Annul; 2 Broadside Barrage; 1 Disdainful Stroke; 1 Get Out; 1 Impractical Joke; 2 Ral, Crackling Wit; 1 Roaring Furnace // Steaming Sauna; 1 Sear; 1 Slagstorm; 2 Soul-Guide Lantern; 1 Spell Snare; 1 Wan Shi Tong, Librarian"
